;bwnr;bauwerksname;ort;zn;x [m] UTM32;y [m] UTM32;Bez_Sachverhalt;Str_Kl;Str_Nr
32500;7421648-1;"B 27; Brücke über K6764, Bach bei Pliezh-Rübgarten/Brücke über K6764, Häringswiesenbach bei Rübgarten";Pliezhausen-Rübgarten;2,0;513021,0;5379488,0;*O:;B;27
32501;7421648-2;"B 27; Brücke über K6764, Bach bei Pliezh-Rübgarten/Brücke über L 373, Häringswiesenbach bei Rübgarten";Pliezhausen-Rübgarten;2,4;513041,0;5379513,0;*O:;B;27
32502;7421653-1;"B 27; Brücke über den Feldweg bei Walddorfhäslach/Brücke über den Feldweg bei Walddorfhäslach";Walddorfhäslach;1,9;512524,0;5381606,0;*O:;B;27
32503;7421653-2;"B 27; Brücke über den Feldweg bei Walddorfhäslach/Brücke über den Feldweg bei Walddorfhäslach";Walddorfhäslach;2,5;512524,0;5381606,0;*O:;B;27
32504;7421654-1;"B 27; Brücke über GV bei Walddorfhäslach/Westliche Brücke";Walddorfhäslach;2,9;512516,0;5381991,0;*O:;B;27
32505;7421654-2;"B 27; Brücke über GV bei Walddorfhäslach/Östliche Brücke";Walddorfhäslach;2,8;512516,0;5381991,0;*O:;B;27
32506;7421657-0;"B 312; Brücke über Geh-,Radweg bei Riederich";Riederich;2,5;519236,0;5377923,0;*O:;B;312
32507;7421664-0;"B 313; Brücke über den Gehweg in Grafenberg";Grafenberg;2,3;522405,0;5378898,0;*O:;B;313
32508;7421670-0;"B 464; Neckartalviadukt bei Reutlingen-Altenburg";Reutlingen-Altenburg;2,3;512736,0;5377453,0;*O:;B;464
32509;7421673-0;"B 28; Brücke über den Zubringer bei Dettingen\Erms";Dettingen an der Erms;2,0;523767,0;5374860,0;*O:;B;28
32510;7421679-2;"B 464; Brücke über K 6721 und Bach bei RT-Altenbg./Brücke über K 6721 und Bach bei RT-Altenburg";Reutlingen-Altenburg;2,3;513083,0;5376787,0;*O:;B;464
32511;7421680-2;"B 464; Brücke über Feldweg bei Reutlingen-Altenbg./Brücke über den Feldweg bei Reutlingen-Altenburg";Reutlingen-Altenburg;2,2;513451,0;5376355,0;*O:;B;464
32512;7421686-0;"B 464; Brücke über Erlenbach bei RT-Rommelsbach";Reutlingen-Rommelsbach;2,0;514257,0;5374478,0;*O:;B;464
32513;7421688-0;"B 464; Brücke über den Feldweg bei Reutlingen";Reutlingen;2,0;514719,0;5373595,0;*O:;B;464
32514;7421700-0;B 464-Ast, Erlenbach bei Reutlingen-Sickenhausen;Sickenhausen;1,7;514004,0;5375733,0;*O:;B;464
32515;7421705-1;"B 28; Brücke über Hätze-\Hundsschleebach b. Reutlg/Brücke über Hätze-/Hundsschleebach bei Reutlingen";Reutlingen;2,5;517303,0;5372787,0;*O:;B;28
32516;7421705-2;"B 28; Brücke über Hätze-\Hundsschleebach b. Reutlg/Brücke über Hätze-/Hundsschleebach bei Reutlingen";Reutlingen;1,9;517307,0;5372779,0;*O:;B;28
32517;7421705-3;"B 28; Brücke über Hätze-\Hundsschleebach b. Reutlg/Brücke über Hätze-/Hundsschleebach bei Reutlingen";Reutlingen;2,0;517313,0;5372767,0;*O:;B;28
32518;7421706-0;"B 28-Rampe; Brücke über FW und Bäche bei Reutlinge/Hätze-\Hundsschleebach bei RT-Sondelfingen - Rampe";Reutlingen-Sondelfingen;1,9;517259,0;5372711,0;*O:;B;28
32519;7421708-0;"B 28-Ast; Brücke über Gem.Str.+Bach bei RT-Sondelf/Brücke über Gem.Str. u. Hätzebach bei Reutlingen";Reutlingen-Sondelfingen;2,0;517208,0;5372881,0;*O:;B;28
32520;7421710-1;"B 28; Brücke über Reichenbach bei RT-Sondelfingen/Brücke über Reichenbach b. RT-Sondelfingen";Reutlingen-Sondelfingen;1,6;518015,0;5373408,0;*O:;B;28
32521;7421710-2;"B 28; Brücke über Reichenbach bei RT-Sondelfingen/Brücke über den Reichenbach bei RT-Sondelfingen";Reutlingen-Sondelfingen;2,3;518015,0;5373408,0;*O:;B;28
32522;7421712-1;"B 28; Brücke über Buchbach+FW bei RT-Sondelfingen/Brücke über den Buchbach + WW bei RT-Sondelfingen";Reutlingen-Sondelfingen;2,0;518146,0;5373628,0;*O:;B;28
32523;7421712-2;"B 28; Brücke über Buchbach+FW bei RT-Sondelfingen/Brücke über den Buchbach+ WW bei RT-Sondelfingen";Reutlingen-Sondelfingen;2,4;518146,0;5373628,0;*O:;B;28
32524;7421715-0;"B 313; Brücke über Geh-,Radweg in Metzingen/Brücke über Geh-\Radweg in Metzingen (Noyon-Allee)";Metzingen (Noyon-Allee);1,8;521460,0;5376150,0;*O:;B;313
32525;7421716-0;"B 313; Brücke über Geh-,Radweg in Metzingen/Brücke über Geh-\Radweg in Metzingen (Noyon-Allee)";Metzingen (Noyon-Allee);1,8;521446,0;5376362,0;*O:;B;313
32526;7421717-0;"B 464-Ast; Brücke über Mahdenbach bei RT-Altenburg";Reutlingen-Altenburg;1,5;513011,0;5376728,0;*O:;B;464
32527;7421723-0;"B 313; Brücke über Geh-,Radweg in Metzingen/Brücke über Fuß-\Radweg in Metzingen (Noyon-Allee)";Metzingen (Noyon-Allee);2,4;521413,0;5376656,0;*O:;B;313
32528;7421733-0;"B 464; Brücke über den Feldweg bei Walddorfhäslach";Walddorfhäslach;2,1;512327,0;5381990,0;*O:;B;464
32529;7421734-0;"B 464; Brücke über den Feldweg bei Walddorfhäslach";Walddorfhäslach;2,0;512495,0;5381604,0;*O:;B;464
32530;7421735-0;"B 28; Seebachdurchlaß bei Reutlingen-Sondelfingen";Reutlingen-Sondelfingen;1,8;518577,0;5374225,0;*O:;B;28
32531;7421742-1;"B 28; Kreuzungsbauwerk B 28\B 312 bei Metzingen/Nördliche Brücke, Fahrtrichtung Reutlingen";Metzingen;2,0;519341,0;5374984,0;*O:;B;28
32532;7421742-2;"B 28; Kreuzungsbauwerk B 28\B 312 bei Metzingen/Südliche Brücke, Fahrtrichtung Bad Urach";Metzingen;1,0;519337,0;5374977,0;*O:;B;28
32533;7421745-0;"B 28; Durchlaß Stettertbach, Öfenbach, Wanderweg";Metzingen;2,0;519771,0;5375146,0;*O:;B;28
32534;7421747-0;"B 28; Brücke i.Z.d. Rampe ""KR"" über Wirtschaftsweg";Metzingen;1,8;520143,0;5375008,0;*O:;B;28
32535;7421750-0;"B 28; Verdolung des Scheulerbachs bei Metzingen";Metzingen;1,0;521130,0;5375370,0;*O:;B;28
32536;7421754-0;"B 313; Brücke über den Ermskanal/B 28 Brücke über den Ermskanal (Auchtertstraße)";Metzingen;2,0;521334,0;5375580,0;*O:;B;313
32537;7421756-0;"B 313; Brücke über die Erms in Metzingen (BW 9B)/Brücke über die Erms in Metzingen(Auchtertstraße)";Metzingen (Auchtertstraße);2,0;521404,0;5375696,0;*O:;B;313
32538;7421758-0;"B 28; Brücke über Tiefenbachtal bei Metz-Neuhausen";Metzingen-Neuhausen;1,9;522052,0;5374916,0;*O:;B;28
32539;7421760-0;"B 28; Brücke über Glemsbachtal bei Metzingen-Neuh.";Metzingen-Neuhausen;2,0;522561,0;5374630,0;*O:;B;28
32540;7421762-0;"B 28; Brücke über Leberbach und-Straße b Neuhausen";Metzingen-Neuhausen;2,5;523026,0;5374666,0;*O:;B;28
32541;7422501-0;B 465 LAUTERBRÜCKE BEI SCHLATTSTALL;Oberlenningen-Schlattstall, Gutenberg;2,0;536474,0;5375541,0;*O:;B;465
32542;7422502-0;LAUTERBRÜCKE IN OBERLENNINGEN;Oberlenningen;2,7;534791,0;5377501,0;*O:;B;465
32543;7422510-0;"B 28; Brücke über Brühlbach + Fußweg bei Bad Urach";Bad Urach;3,0;527540,0;5372269,0;*O:;B;28
32544;7422570-0;"B 28; Brücke über den Feldweg bei Dettingen\Erms";Dettingen an der Erms;2,1;524847,0;5374857,0;*O:;B;28
32545;7422574-0;"B 28; Brücke über Bahn + FW bei Dettingen\Erms";Dettingen an der Erms;2,3;526827,0;5373006,0;*O:;B;28
32546;7422575-0;"B 28; Brücke über Öschenbach bei Dettingen\Erms";Dettingen an der Erms;2,2;527004,0;5372969,0;*O:;B;28
32547;7423501-0;"A8; UNF K1433";Hohenstadt;3,0;548427,0;5375866,0;*O:;A;8
32548;7423503-0;"A8 KA-M; AS-Hohenstadt\UF Rampe";Hohenstadt;2,7;547674,0;5377022,0;*O:;A;8
32549;7423504-0;"A8 KA-M; UF WW 79";Hohenstadt;3,0;547503,0;5377196,0;*O:;A;8
32550;7423506-0;A8 Ka-Mü Brücke über Schlucht am Steinernen Weib;Wiesensteig;2,7;546614,0;5378139,0;*O:;A;8
32551;7423507-0;A8 Ka-Mü Malakoffbrücke;Wiesensteig;2,8;546571,0;5378804,0;*O:;A;8
32552;7423508-A;A8 Todsburgbrücke/A8 Todsburgbrücke Kammer S. Stuttgart;Wiesensteig;2,7;547701,0;5379570,0;*O:;A;8
32553;7423508-B;A8 Todsburgbrücke;Wiesensteig;3,0;547591,0;5379452,0;*O:;A;8
32554;7423508-C;A8 Todsburgbrücke/A8 Todsburgbrücke Brückenteil S. Ulm;Wiesensteig;2,7;547415,0;5379424,0;*O:;A;8
32555;7423509-0;"A8 KA-M; UNF WIWEG";Mühlhausen im Täle;2,7;548709,0;5380462,0;*O:;A;8
32556;7423510-0;"A8; UF B466 Geislingen-AS Mühlhausen";Mühlhausen im Täle;3,0;549046,0;5380880,0;*O:;A;8
32557;7423511-0;"A8 KA-M; UF Rad- und Gehweg bei Mühlhausen i.T.";Mühlhausen im Täle;2,4;549056,0;5381234,0;*O:;A;8
32558;7423512-0;"A8; UF Zufahrtsrampe 2 zur AS Mühlhausen";Mühlhausen im Täle;3,0;548989,0;5381330,0;*O:;A;8
32559;7423513-0;"A8; UF Querverbindung an der AS Hohenstadt";Hohenstadt;3,0;547787,0;5377073,0;*O:;A;8
32560;7423515-0;"A8 M-KA; UNF GVSTR";Drackenstein;2,3;548477,0;5378096,0;*O:;A;8
32561;7423516-0;"A8; GROSSE LEHNBRÜCKE, M-KA";Drackenstein;3,0;548689,0;5378285,0;*O:;A;8
32562;7423518-0;"A8; KLEINE LEHNBRÜCKE, M-KA";Drackenstein;2,8;548947,0;5378612,0;*O:;A;8
32563;7423519-0;"A8; DRACHENLOCHBRÜCKE, M-KA";Drackenstein;3,0;549117,0;5378789,0;*O:;A;8
32564;7423520-0;"A8; UF Zufahrtsrampe 1 zur AS Mühlhausen";Mühlhausen im Täle;3,0;549020,0;5381363,0;*O:;A;8
32565;7423521-0;"AST A8; AS MÜHLHAUSEN, HOHLBACHBRÜCKE";"Mühlhausen im Täle; Gruibingen";3,0;548762,0;5381255,0;*O:;A;8
32566;7423542-0;B465 DONNTALBACHBRÜCKE BEI GUTENBERG;Gutenberg;2,9;537660,0;5375359,0;*O:;B;465
32567;7423544-0;B 466 FILSBRÜCKE BEI MÜHLHAUSEN;Mühlhausen;2,3;548576,0;5380846,0;*O:;B;466
32568;7423545-0;B466 UF Ortsstraße in Mühlhausen;Mühlhausen;3,0;548556,0;5380892,0;*O:;B;466
32569;7424502-0;"A 8; Rohrduchlass d= 2m bei km 138+537/Rohrduchlass d= 2m bei Nellingen";Nellingen;1,8;558996,0;5374432,0;*O:;A;8
32570;7424505-0;"A 8; Brücke über Wirtschaftsweg bei km 140+763/Brücke über Wirtschaftsweg bei Merklingen";Merklingen;2,2;556810,0;5374162,0;*O:;A;8
32571;7424508-0;"A 8; Brücke über den Salberger-Weg bei km 141+726/A 8; Brücke über den Salberger-Weg bei km 141+725";Merklingen;2,7;555840,0;5374182,0;*O:;A;8
32572;7424509-0;"A 8; Brücke über WW ""Mühlweg"" bei km 142+315/Brücke über WW ""Mühlweg"" bei Merklingen";Merklingen;2,5;555260,0;5374300,0;*O:;A;8
32573;7424510-0;"A 8; Brücke über WW ""Hopferweg"" bei km 143+246/Brücke über WW ""Hopferweg"" bei Merklingen";Merklingen;2,4;554397,0;5374658,0;*O:;A;8
32574;7424513-0;"A 8; Brücke ü. Gemeindeverb.strasse bei Widderstal";Hohenstadt-Widderstall;2,5;551584,0;5375498,0;*O:;A;8
32575;7424514-0;"A8; UF WW 7\202";Hohenstadt;2,8;550096,0;5375548,0;*O:;A;8
32576;7424515-0;"A8; UF GVSTR HOHENST-LAICH";Hohenstadt;2,9;549371,0;5375710,0;*O:;A;8
32577;7424516-0;"A8; HIMMELSLEITERBRÜCKE, M-KA";Drackenstein;3,0;549481,0;5378980,0;*O:;A;8
32578;7424517-0;"A8; Fischerhäusle-Brücke, M-KA";Bad Ditzenbach-Gosbach;3,5;549755,0;5379457,0;*O:;A;8
32579;7424518-0;A8 M-KA Holzdurchlass bei Drackenstein;Bad Ditzenbach-Gosbach;2,8;549789,0;5379604,0;*O:;A;8
32580;7424519-0;"A8; M-KA UF B466";Bad-Ditzenbach - Gosbach;3,2;549591,0;5380875,0;*O:;A;8
32581;7424520-0;A8 M-KA FILSBRUECKE BEI GOSBACH;Bad Ditzenbach-Gosbach;2,9;549516,0;5380990,0;*O:;A;8
32582;7424521-0;"A8 M-KA; UF RAD- GEHWEG (ehem. DB-Anlage)";Bad Ditzenbach-Gosbach;2,8;549378,0;5381152,0;*O:;A;8
32583;7424522-0;A8 KA-M FILSBRÜCKE BEI MÜHLHAUSEN;Mühlhausen, Ditzenbach-Gosbach;2,4;549098,0;5381014,0;*O:;A;8
32584;7424523-0;A8 KA-M UF HOHLBACH BEI MÜHLHAUSEN;Mühlhausen, Ditzenbach-Gosbach;2,2;549092,0;5381129,0;*O:;A;8
32585;7424535-0;FILSBRÜCKE BEI GOSBACH;Gosbach;3,0;550154,0;5381043,0;*O:;B;466
32586;7424538-0;FILSBRÜCKE IN BAD DITZENBACH;Bad Ditzenbach;2,5;551845,0;5381916,0;*O:;B;466
32587;7424539-A;GEHWEGUNTERFÜHRUNG BAD DITZENBACH;Bad Ditzenbach;2,4;551941,0;5381978,0;*O:;B;466
32588;7424540-2;FILSBRÜCKEN BEI BAD DITZENBACH/FILSBRÜCKE BEI BAD DITZENBACH;Bad Ditzenbach;2,7;552091,0;5382145,0;*O:;B;466
32589;7424541-0;DÜRRENBACHBRÜCKE B466 DEGGINGEN;Deggingen;2,2;552650,0;5382801,0;*O:;B;466
32590;7424577-0;B 466 AUENDORFERBACHBRÜCKE BEI BAD DITZENBACH/AUENDORFERBACHBRÜCKE BEI BAD DITZENBACH;Bad Ditzenbach;2,2;551490,0;5381702,0;*O:;B;466
32591;7424581-0;MÜHLKANALBRÜCKE BEI GOSBACH;Gosbach;1,9;550030,0;5380978,0;*O:;B;466
32592;7425510-0;"B 10; Brücke über den Flutgraben in Amstetten";Amstetten;2,5;564768,0;5380211,0;*O:;B;10
32593;7425512-0;"B 10; Brücke über die K 7318 bei Lonsee-Urspring";Urspring;2,0;565939,0;5377365,0;*O:;B;10
32594;7425536-0;"B 10; Brücke über die Bahn bei Amstetten";Amstetten;2,3;563988,0;5381793,0;*O:;B;10
32595;7425539-0;FLUTGRABENBRÜCKE BEI AMSTETTEN;Amstetten (Bahnhof);2,0;563793,0;5382095,0;*O:;B;10
32596;7425557-0;"B 10; Fußgängerunterführung in Amstetten";Amstetten;1,8;564500,0;5381055,0;*O:;B;10
32597;7425566-0;"B 10; Stahlfertigteildurchlass b. Lonsee-Luizhause";Lonsee-Luizhausen;1,7;567028,0;5374581,0;*O:;B;10
32598;7425567-0;"B 10; Brücke über WW bei Lonsee-Luizhausen";Lonsee-Luizhausen;1,2;567033,0;5374546,0;*O:;B;10
32599;7425569-0;"B 10; Brücke über WW bei Lonsee-Luizhausen";Lonsee-Luizhausen;1,1;566582,0;5375320,0;*O:;B;10
32600;7426534-0;"A7; UF HWW Dettinger Weg";Bissingen (bei Herbrechtingen);3,0;585621,0;5380795,0;*O:;A;7
32601;7426535-1;A7/UF L 1168/AS-NIEDERSTOTZINGEN/A7/UF L1168, AS-NIEDERSTOTZINGEN;Bissingen (bei Herbrechtingen);2,4;585328,0;5380562,0;*O:;A;7
32602;7426535-2;A7/UF L 1168/AS-NIEDERSTOTZINGEN/A7/UF L1168, AS-NIEDERSTOTZINGEN;Bissingen (bei Herbrechtingen);2,3;585295,0;5380569,0;*O:;A;7
32603;7426536-0;"A7; UF HWW Bissinger Reute";Bissingen (bei Herbrechtingen);2,3;584392,0;5379852,0;*O:;A;7
32604;7426538-1;"A 7; Brücke über das Hungerbrunnental, km 823+312/Brücke über das Hungerbrunnental bei Hausen";Hausen O.L.;2,3;583067,0;5378888,0;*O:;A;7
32605;7426538-2;"A 7; Brücke über das Hungerbrunnental, km 823+312/Brücke über das Hungerbrunnental bei Hausen";Hausen O.L.;2,4;583067,0;5378888,0;*O:;A;7
32606;7426539-0;"A 7; Brücke über den HWW Zehrenhäule, km 824+837/Brücke über den HWW Zehrenhäule bei Ballendorf";Ballendorf;1,7;581831,0;5378000,0;*O:;A;7
32607;7426541-0;"A 7; Brücke über die K 7309 bei km 825+426/Brücke über die K 7309 bei Ballendorf - Setzingen";Ballendorf;1,0;581407,0;5377595,0;*O:;A;7
32608;7426542-1;"A 7; Lonetalbrücke bei km 827+005/Lonetalbrücke  RF Ulm-Würzburg bei Setzingen";Nerenstetten;2,2;580481,0;5376323,0;*O:;A;7
32609;7426542-2;"A 7; Lonetalbrücke bei km 827+005/Lonetalbrücke  RF Würzburg-Ulm bei Setzingen";Nerenstetten;2,3;580481,0;5376323,0;*O:;A;7
32610;7426543-0;"A 7; Brücke über HWW Brunnenweg bei km 828+913/Brücke über den HWW Brunnenweg bei Setzingen";Nerenstetten;2,0;579859,0;5374533,0;*O:;A;7
32611;7426545-0;"A 7; Schutzbauwerk für die LWV bei km 830+135/Schutzbauwerk für die LWV bei Langenau";Langenau;1,8;579854,0;5373318,0;*O:;A;7
32612;7426547-0;"A 7; Brücke über HWW Rohngraben bei km 831+138/A 7; Brücke über HWW Rohngraben bei Langenau";Stuppelau ( OT von Langenau );2,2;580093,0;5372357,0;*O:;A;7
32613;7427532-1;"A7; UF K 3019, Huerben/A7/UF K3019, Hürben";Huerben ( bei Giengen a.d. Brenz);3,0;587349,0;5382590,0;*O:;A;7
32614;7427532-2;"A7; UF K 3019, Huerben/A7/UF K3019, Hürben";Huerben ( bei Giengen a.d. Brenz);2,9;587349,0;5382590,0;*O:;A;7
32615;7428525-0;Brücke B16 über Flutmulde bei Gundelfingen;Gundelfingen;2,7;598818,0;5374584,0;*O:;B;16
32616;7428527-1;Brücke B16 über GVS bei Gundelfingen;Gundelfingen;2,2;600083,0;5376706,0;*O:;B;16
32617;7428528-0;Brücke B16 über K-DLG 12 bei Gundelfingen;Gundelfingen;2,5;599690,0;5377871,0;*O:;B;16
32618;7428529-0;Brücke B16 über Brenzkanal bei Gundelfingen;Gundelfingen;2,5;599672,0;5377942,0;*O:;B;16
32619;7428530-A;Brücke B16 über FW und Brenz bei Gundelfingen/Brücke B16 über FW bei Gundelfingen;Gundelfingen;2,5;599623,0;5378237,0;*O:;B;16
32620;7428530-B;Brücke B16 über FW und Brenz bei Gundelfingen/Brücke B16 über Brenz bei Gundelfingen;Gundelfingen;2,3;599625,0;5378222,0;*O:;B;16
32621;7428541-0;Brücke B16 über FW bei Gundelfingen;Gundelfingen;2,1;602356,0;5379977,0;*O:;B;16
32622;7428547-0;Brücke B16 über den Zwergbach bei Lauingen;Lauingen;2,1;606007,0;5382242,0;*O:;B;16
32623;7428572-0;Brücke B 16 über Breitlegraben bei Hausen;Hausen;2,2;607696,0;5383235,0;*O:;B;16
32624;7428573-0;Brücke B16 über RW bei Donaualtheim;Donaualtheim;1,1;608112,0;5383759,0;*O:;B;16
32625;7428574-A;Brücke B 16 über Egau bei Donaualtheim;Donaualtheim;2,0;608234,0;5383879,0;*O:;B;16
32626;7430520-0;Brücke B2 über GRW;Erlingen;1,6;635234,0;5376475,0;*O:;B;2
32627;7431519-1;Brücke B2 über die DB und FW/TBW 1 Brücke B2 über DB und FW;Langweid;2,2;636496,0;5374260,0;*O:;B;2
32628;7431521-1;Brücke B2 über GVS Meitingen-Westendorf;Meitingen;2,5;636220,0;5379294,0;*O:;B;2
32629;7431522-0;Brücke B2 über GRW;Erlingen Sportplatz;1,2;635479,0;5377507,0;*O:;B;2
32630;7431525-0;Brücke B 2 über DB Augsburg-Nürnberg;Meitingen;2,0;636362,0;5379511,0;*O:;B;2
32631;7431529-0;Brücke B2 über GRW;Westendorf;1,8;635917,0;5382359,0;*O:;B;2
32632;7431533-0;Brücke B2 über GRW;Meitingen;1,8;636011,0;5378390,0;*O:;B;2
32633;7431534-0;Brücke B2 über Flutmulde;Meitingen;1,0;636302,0;5374390,0;*O:;B;2
32634;7433500-0;Brücke B300 über K-ND5;Schrobenhausen;2,2;667215,0;5379867,0;*O:;B;300
32635;7433501-0;Brücke B300 über St2050;Schrobenhausen;2,3;667729,0;5380027,0;*O:;B;300
32636;7433502-0;Brücke B300 über St2045;Schrobenhausen;2,8;668416,0;5380360,0;*O:;B;300
32637;7433503-0;Brücke B300 über den Weilach;Schrobenhausen;2,7;668586,0;5380555,0;*O:;B;300
32638;7433504-0;Brücke B300 über GVS;Mühlried;2,8;668704,0;5380775,0;*O:;B;300
32639;7433505-0;Brücke B300 über den Hickerbach;Rachelsbach;1,2;670756,0;5382438,0;*O:;B;300
32640;7433515-0;Brücke B300 über FW;Kühbach;1,8;663075,0;5374276,0;*O:;B;300
32641;7433519-0;Brücke B300 über FW;Westerham;2,0;664457,0;5376062,0;*O:;B;300
32642;7433520-0;Brücke B300 über K-ND4;Peutenhausen;2,0;664863,0;5376305,0;*O:;B;300
32643;7433521-0;Brücke B300 über FW;Osterham;2,0;665370,0;5376752,0;*O:;B;300
32644;7434500-0;Brücke B300 über den Schmiedbach;Waidhofen;2,2;673066,0;5383419,0;*O:;B;300
32645;7434502-0;Brücke B300 über den Lindacher Bach;Eulenried;2,3;677648,0;5385214,0;*O:;B;300
32646;7435506-0;Brücke B13 über den Flutgraben-Schlachthofflutbr.;Pfaffenhofen a.d.Ilm;2,5;685550,0;5378582,0;*O:;B;13
32647;7435522-0;Brücke B13 über den Gittenbach;Haimpertshofen;2,5;684707,0;5381690,0;*O:;B;13
32648;7435528-0;Brücke B13 über den Graben;Heißmanning;2,5;685348,0;5380047,0;*O:;B;13
32649;7435529-0;Brücke B13 über den Affalterbacher Graben;Eckersberg;2,5;684470,0;5382508,0;*O:;B;13
32650;7435641-1;Brücke A 9 über GVS Rohrbach-Bratzmühle (54)/Überbau FR Nürnberg (54);Rohrbach;2,5;688711,0;5385900,0;*O:;A;9
32651;7435641-2;Brücke A 9 über GVS Rohrbach-Bratzmühle (54)/Überbau FR München (54);Rohrbach;2,5;688711,0;5385900,0;*O:;A;9
32652;7435642-1;Brücke A 9 über die Ilm bei Rohrbach (55)/Überbau 2. Verbreiterung FR Nürnberg (55);Eschelbach a. d. Ilm;2,2;691495,0;5369163,0;*O:;A;9
32653;7435642-2;Brücke A 9 über die Ilm bei Rohrbach (55)/Überbau 1. Verbreiterung FR Nürnberg (55);Eschelbach a. d. Ilm;3,4;688959,0;5385610,0;*O:;A;9
32654;7435642-3;Brücke A 9 über die Ilm bei Rohrbach (55)/Überbau Mittelteil FR Nü+Mü (55);Eschelbach a. d. Ilm;2,8;688959,0;5385610,0;*O:;A;9
32655;7435642-4;Brücke A 9 über die Ilm bei Rohrbach (55)/Überbau 1. Verbreiterung FR München (55);Eschelbach a. d. Ilm;2,7;688959,0;5385610,0;*O:;A;9
32656;7435642-5;Brücke A 9 über die Ilm bei Rohrbach (55)/Überbau 2. Verbreiterung FR München (55);Eschelbach a. d. Ilm;2,0;691495,0;5369163,0;*O:;A;9
32657;7435643-1;Brücke A 9 über St2232 + DB IN-München (56)/Überbau 2. Verbreiterung FR Nürnberg (56);Eschelbach a. d. Ilm;2,3;689351,0;5385153,0;*O:;A;9
32658;7435643-2;Brücke A 9 über St2232 + DB IN-München (56)/Überbau 1. Verbreiterung FR Nürnberg (56);Eschelbach a. d. Ilm;2,2;689351,0;5385153,0;*O:;A;9
32659;7435643-3;Brücke A 9 über St2232 + DB IN-München (56)/Überbau Mittelteil FR Nürnberg (56);Eschelbach a. d. Ilm;2,5;689351,0;5385153,0;*O:;A;9
32660;7435643-4;Brücke A 9 über St2232 + DB IN-München (56)/Überbau Mittelteil FR München (56);Eschelbach a. d. Ilm;2,2;689351,0;5385153,0;*O:;A;9
32661;7435643-5;Brücke A 9 über St2232 + DB IN-München (56)/Überbau 1. Verbreiterung FR München (56);Eschelbach a. d. Ilm;2,2;689351,0;5385153,0;*O:;A;9
32662;7435643-6;Brücke A 9 über St2232 + DB IN-München (56)/Überbau 2. Verbreiterung FR München (56);Eschelbach a. d. Ilm;2,0;689351,0;5385153,0;*O:;A;9
32663;7435644-1;Brücke A 9 über GVS Bratzhof-Eschelbach (57)/Überbau Verbreiterung FR Nürnberg (57);Eschelbach a. d. Ilm;2,5;690019,0;5384543,0;*O:;A;9
32664;7435644-2;Brücke A 9 über GVS Bratzhof-Eschelbach (57)/Überbau Mittelteil FR Nürnberg (57);Eschelbach a. d. Ilm;1,5;690019,0;5384543,0;*O:;A;9
32665;7435644-3;Brücke A 9 über GVS Bratzhof-Eschelbach (57)/Überbau Mittelteil FR München (57);Eschelbach a. d. Ilm;2,5;690019,0;5384543,0;*O:;A;9
32666;7435644-4;Brücke A 9 über GVS Bratzhof-Eschelbach (57)/Überbau Verbreiterung FR München (57);Eschelbach a. d. Ilm;2,3;690019,0;5384543,0;*O:;A;9
32667;7435645-1;Brücke A 9 über GVS Wolnzach-Eschelbach (58)/Überbau Verbreiterung FR Nürnberg (58);Eschelbach a. d. Ilm;1,7;690383,0;5384371,0;*O:;A;9
32668;7435645-2;Brücke A 9 über GVS Wolnzach-Eschelbach (58)/Überbau Mittelteil FR Nürnberg (58);Eschelbach a. d. Ilm;1,9;690383,0;5384371,0;*O:;A;9
32669;7435645-3;Brücke A 9 über GVS Wolnzach-Eschelbach (58)/Überbau Mittelteil FR München (58);Eschelbach a. d. Ilm;2,1;690383,0;5384371,0;*O:;A;9
32670;7435645-4;Brücke A 9 über GVS Wolnzach-Eschelbach (58)/Überbau Verbreiterung FR München (58);Eschelbach a. d. Ilm;1,9;690383,0;5384371,0;*O:;A;9
32671;7435647-1;Brücke A 9 über A 93 Nord (AD Holledau) (60)/Brücke Überbau FR Nürnberg (60);Eschelbach a. d. Ilm;1,6;691072,0;5383962,0;*O:;A;9
32672;7435647-2;Brücke A 9 über A 93 Nord (AD Holledau) (60)/Brücke Überbau FR München (60);Eschelbach a. d. Ilm;1,6;691067,0;5383953,0;*O:;A;9
32673;7435648-1;Brücke A 9 über GVS Kemnathen - Eschelbach (61)/Brücke Überbau 1. Verbreiterung FR Nürnberg (61);Kemnathen;1,5;691230,0;5383148,0;*O:;A;9
32674;7435648-2;Brücke A 9 über GVS Kemnathen - Eschelbach (61)/Brücke Überbau FR Nürnberg (61);Kemnathen;2,0;691230,0;5383148,0;*O:;A;9
32675;7435648-3;Brücke A 9 über GVS Kemnathen - Eschelbach (61)/Brücke Überbau FR München (61);Kemnathen;2,0;691230,0;5383148,0;*O:;A;9
32676;7435648-4;Brücke A 9 über GVS Kemnathen - Eschelbach (61)/Brücke Überbau 1. Verbereiterung FR München (61);Kemnathen;2,2;691230,0;5383148,0;*O:;A;9
32677;7435650-1;Brücke A 9 über ÖFWW bei Geisenhausen (64)/Brücke Überbau 1. Verbreiterung FR Nürnberg (64);Geisenhausen;2,0;690983,0;5381638,0;*O:;A;9
32678;7435650-2;Brücke A 9 über ÖFWW bei Geisenhausen (64)/Brücke Überbau Mitte FR Nü. + Mü. (64);Geisenhausen;2,2;690983,0;5381638,0;*O:;A;9
